Year,S&P 500,3-month T.Bill,US T. Bond (10-year),Baa Corporate Bond,Real Estate,Gold,Inflation Rate,S&P 500 Real Returns,3-month T. Bill Real Returns,10-year T.Bonds Real Returns,Baa Corp Bonds Real Returns,Real Estate Real Returns,Gold Real Returns
1945,0.3582,0.0038,0.038,0.068,0.11779999999999999,0.0254,0.0225,0.3284,-0.0183,0.0152,0.044500000000000005,0.0932,0.0029
1946,-0.0843,0.0038,0.0313,0.025099999999999997,0.24100000000000002,0.0,0.1813,-0.2248,-0.1503,-0.127,-0.1323,0.050499999999999996,-0.1535
1947,0.052000000000000005,0.006,0.0092,0.0026,0.2126,0.0,0.08839999999999999,-0.0334,-0.0757,-0.0727,-0.0788,0.1142,-0.0812
1948,0.057,0.0105,0.0195,0.0344,0.0206,0.0,0.0273,0.028900000000000002,-0.016399999999999998,-0.0076,0.0068000000000000005,-0.0066,-0.026600000000000002
1949,0.183,0.011200000000000002,0.0466,0.0538,0.0009,-0.087,-0.0183,0.2051,0.03,0.0661,0.07339999999999999,0.0195,-0.07
1950,0.3081,0.012,0.0043,0.0424,0.0364,0.0956,0.057999999999999996,0.23629999999999998,-0.0435,-0.0508,-0.0148,-0.0204,0.0355
1951,0.2368,0.0152,-0.003,-0.0019,0.0605,0.0,0.0596,0.1672,-0.042,-0.0591,-0.0581,0.0008,-0.056299999999999996
1952,0.1815,0.0172,0.0227,0.0444,0.0441,-0.0034999999999999996,0.0091,0.1709,0.008100000000000001,0.013500000000000002,0.035,0.0347,-0.0124
1953,-0.0121,0.0189,0.0414,0.016200000000000003,0.1152,0.0069,0.006,-0.018000000000000002,0.0128,0.0352,0.0102,0.1085,0.0009
1954,0.5256000000000001,0.009399999999999999,0.0329,0.0616,0.0092,0.005699999999999999,-0.0037,0.5313,0.0131,0.0368,0.0655,0.013000000000000001,0.0095
1955,0.326,0.0172,-0.0134,0.0204,0.0,-0.0003,0.0037,0.321,0.013500000000000002,-0.017,0.0166,-0.0037,-0.004
1956,0.07440000000000001,0.0262,-0.0226,-0.0235,0.0091,-0.0011,0.028300000000000002,0.044800000000000006,-0.002,-0.049400000000000006,-0.0504,-0.018600000000000002,-0.0286
1957,-0.10460000000000001,0.0322,0.068,-0.0072,0.027200000000000002,-0.0011,0.0304,-0.131,0.0018,0.0365,-0.0365,-0.0031,-0.030600000000000002
1958,0.4372,0.0177,-0.021,0.0643,0.0066,0.0043,0.0176,0.41240000000000004,0.0001,-0.0379,0.045899999999999996,-0.0108,-0.013000000000000001
1959,0.1206,0.0339,-0.0265,0.015700000000000002,0.0011,0.0,0.0152,0.1038,0.0184,-0.040999999999999995,0.0005,-0.0139,-0.015
1960,0.0034000000000000002,0.0287,0.1164,0.0666,0.0077,0.0048,0.013600000000000001,-0.0101,0.0149,0.1014,0.052300000000000006,-0.0059,-0.0086
1961,0.2664,0.0235,0.0206,0.051,0.0098,-0.0006,0.0067,0.2579,0.0167,0.0138,0.044000000000000004,0.003,-0.0072
1962,-0.08810000000000001,0.0277,0.056900000000000006,0.065,0.0032,-0.0006,0.0123,-0.0992,0.0152,0.0441,0.052000000000000005,-0.009000000000000001,-0.0127
1963,0.2261,0.0316,0.0168,0.0546,0.021400000000000002,-0.004,0.0165,0.20629999999999998,0.0149,0.0004,0.037599999999999995,0.0049,-0.020099999999999996
1964,0.1642,0.0355,0.0373,0.0516,0.0126,0.0003,0.012,0.15039999999999998,0.0232,0.025,0.0392,0.0006,-0.0116
1965,0.124,0.0395,0.0072,0.0319,0.0166,0.0006,0.0192,0.10279999999999999,0.0199,-0.0118,0.0125,-0.0026,-0.0183
1966,-0.09970000000000001,0.048600000000000004,0.0291,-0.0345,0.012199999999999999,0.0003,0.0336,-0.129,0.014499999999999999,-0.0044,-0.0658,-0.0207,-0.0322
1967,0.23800000000000002,0.0429,-0.0158,0.009000000000000001,0.0232,-0.0051,0.032799999999999996,0.19870000000000002,0.0098,-0.0471,-0.0231,-0.009300000000000001,-0.036699999999999997
1968,0.1081,0.053399999999999996,0.0327,0.048499999999999995,0.041299999999999996,0.1247,0.0471,0.0583,0.006,-0.0137,0.0013,-0.0055000000000000005,0.0742
1969,-0.0824,0.0667,-0.0501,-0.0203,0.0699,0.0501,0.059000000000000004,-0.1335,0.0073,-0.10310000000000001,-0.0748,0.0103,-0.0084
1970,0.0356,0.0639,0.1675,0.0565,0.08220000000000001,-0.09449999999999999,0.0557,-0.019,0.0078000000000000005,0.1059,0.0008,0.025099999999999997,-0.1423
1971,0.1422,0.0433,0.09789999999999999,0.14,0.0424,0.16690000000000002,0.0327,0.1061,0.0103,0.06309999999999999,0.10400000000000001,0.0095,0.13
1972,0.18760000000000002,0.0406,0.0282,0.11410000000000001,0.0298,0.4878,0.0341,0.1484,0.0063,-0.005699999999999999,0.0774,-0.0042,0.4388
1973,-0.1431,0.0704,0.0366,0.0432,0.0342,0.7295999999999999,0.0894,-0.2134,-0.0175,-0.048499999999999995,-0.0424,-0.0507,0.5876
1974,-0.259,0.0785,0.0199,-0.0438,0.1007,0.6615000000000001,0.121,-0.33899999999999997,-0.0379,-0.0902,-0.147,-0.018000000000000002,0.48219999999999996
1975,0.37,0.0579,0.0361,0.1105,0.0677,-0.248,0.0713,0.2788,-0.0125,-0.0329,0.0366,-0.0033,-0.298
1976,0.23829999999999998,0.049800000000000004,0.1598,0.1975,0.0818,-0.040999999999999995,0.0504,0.1789,-0.0006,0.1042,0.1401,0.029900000000000003,-0.087
1977,-0.0698,0.0526,0.0129,0.09949999999999999,0.1465,0.22640000000000002,0.0668,-0.128,-0.013300000000000001,-0.050499999999999996,0.030699999999999998,0.0748,0.1496
1978,0.06509999999999999,0.0718,-0.0078000000000000005,0.031400000000000004,0.1572,0.3701,0.08990000000000001,-0.0227,-0.0166,-0.08960000000000001,-0.0537,0.061799999999999994,0.2571
1979,0.1852,0.1005,0.0067,-0.020099999999999996,0.1374,1.2655,0.1325,0.04650000000000001,-0.028300000000000002,-0.11109999999999999,-0.1348,0.0043,1.0003
1980,0.31739999999999996,0.1139,-0.029900000000000003,-0.0332,0.07400000000000001,0.1519,0.1235,0.1725,-0.0086,-0.1366,-0.13949999999999999,-0.0441,0.0252
1981,-0.047,0.1404,0.08199999999999999,0.08460000000000001,0.051,-0.326,0.0891,-0.125,0.047,-0.006500000000000001,-0.0040999999999999995,-0.035,-0.3811
1982,0.20420000000000002,0.106,0.3281,0.2905,0.005600000000000001,0.1562,0.0383,0.1598,0.0653,0.2792,0.243,-0.031400000000000004,0.11359999999999999
1983,0.2234,0.0862,0.032,0.16190000000000002,0.0475,-0.168,0.0379,0.1787,0.04650000000000001,-0.005699999999999999,0.1195,0.009300000000000001,-0.19829999999999998
1984,0.061500000000000006,0.09539999999999998,0.1373,0.1562,0.046799999999999994,-0.1938,0.0404,0.0202,0.0528,0.0931,0.11130000000000001,0.0060999999999999995,-0.22510000000000002
1985,0.3124,0.0747,0.2571,0.2386,0.0747,0.06,0.0379,0.2644,0.0355,0.2112,0.1934,0.0355,0.0213
1986,0.18489999999999998,0.059699999999999996,0.24280000000000002,0.21350000000000002,0.09609999999999999,0.18960000000000002,0.011899999999999999,0.171,0.0473,0.22829999999999998,0.1993,0.0833,0.17559999999999998
1987,0.0581,0.057800000000000004,-0.0496,0.0281,0.0785,0.24530000000000002,0.0433,0.014199999999999999,0.0139,-0.0891,-0.0146,0.0337,0.1936
1988,0.1654,0.0667,0.08220000000000001,0.1438,0.0722,-0.15259999999999999,0.0441,0.1161,0.0216,0.0365,0.0955,0.0269,-0.1884
1989,0.3148,0.08109999999999999,0.1769,0.1595,0.043899999999999995,-0.028399999999999998,0.0464,0.2565,0.0332,0.12480000000000001,0.1081,-0.0024,-0.07150000000000001
1990,-0.030600000000000002,0.075,0.062400000000000004,0.06280000000000001,-0.0069,-0.0311,0.0625,-0.0877,0.011699999999999999,-0.0002,0.0002,-0.0653,-0.08810000000000001
1991,0.3023,0.0538,0.15,0.1893,-0.0017000000000000001,-0.08560000000000001,0.0298,0.2647,0.0233,0.1168,0.1549,-0.030600000000000002,-0.11199999999999999
1992,0.07490000000000001,0.034300000000000004,0.09359999999999999,0.1131,0.008199999999999999,-0.057300000000000004,0.0297,0.044000000000000004,0.0045000000000000005,0.0621,0.081,-0.0209,-0.08449999999999999
1993,0.09970000000000001,0.03,0.1421,0.1547,0.0216,0.17679999999999998,0.0281,0.0696,0.0018,0.1109,0.1232,-0.0064,0.1446
1994,0.013300000000000001,0.0425,-0.08039999999999999,-0.0097,0.0252,-0.0217,0.026000000000000002,-0.0124,0.0161,-0.1036,-0.0348,-0.0008,-0.04650000000000001
1995,0.37200000000000005,0.054900000000000004,0.2348,0.21289999999999998,0.0179,0.0098,0.0253,0.3381,0.0288,0.2043,0.18289999999999998,-0.0072,-0.0151
1996,0.2268,0.0501,0.0143,0.0342,0.024300000000000002,-0.045899999999999996,0.0338,0.1867,0.015700000000000002,-0.0189,0.0004,-0.0092,-0.0771
1997,0.331,0.0506,0.09939999999999999,0.1275,0.04019999999999999,-0.2141,0.017,0.30879999999999996,0.0331,0.081,0.10869999999999999,0.0229,-0.22719999999999999
1998,0.2834,0.0478,0.1492,0.07629999999999999,0.0644,-0.0083,0.0161,0.2631,0.031200000000000002,0.131,0.0593,0.047599999999999996,-0.024
1999,0.2089,0.0464,-0.0825,0.0091,0.0768,0.0085,0.0268,0.1773,0.0191,-0.1065,-0.0172,0.0487,-0.0178
2000,-0.09029999999999999,0.0582,0.1666,0.09390000000000001,0.0929,-0.054400000000000004,0.0344,-0.12050000000000001,0.023,0.1278,0.0575,0.056600000000000004,-0.0858
2001,-0.1185,0.034,0.0557,0.08539999999999999,0.0668,0.0075,0.016,-0.1324,0.0177,0.0391,0.0683,0.0499,-0.0084
2002,-0.21969999999999998,0.0161,0.1512,0.12140000000000001,0.0956,0.2557,0.0248,-0.23850000000000002,-0.0085,0.1233,0.0943,0.0691,0.2253
2003,0.2836,0.0101,0.0038,0.1232,0.0981,0.1989,0.0204,0.258,-0.0101,-0.0163,0.1008,0.0762,0.175
2004,0.1074,0.0137,0.0449,0.1035,0.1364,0.04650000000000001,0.0334,0.0716,-0.019,0.0111,0.0678,0.09960000000000001,0.0126
2005,0.0483,0.0315,0.0287,0.053,0.1351,0.1777,0.0334,0.014499999999999999,-0.0018,-0.0046,0.019,0.0984,0.1396
2006,0.1561,0.0473,0.0196,0.052000000000000005,0.0173,0.23199999999999998,0.0252,0.1277,0.0215,-0.0055000000000000005,0.026099999999999998,-0.0077,0.2016
2007,0.0548,0.0436,0.10210000000000001,0.0484,-0.054000000000000006,0.31920000000000004,0.041100000000000005,0.0132,0.0024,0.058600000000000006,0.0070999999999999995,-0.0913,0.2672
2008,-0.3655,0.0137,0.201,-0.0354,-0.12,0.0432,-0.0002,-0.3654,0.0139,0.20129999999999998,-0.0352,-0.1198,0.0434
2009,0.2594,0.0015,-0.1112,0.2021,-0.038599999999999995,0.2504,0.0281,0.2249,-0.0259,-0.1355,0.16920000000000002,-0.0649,0.2161
2010,0.1482,0.0014000000000000002,0.08460000000000001,0.0941,-0.041100000000000005,0.2924,0.0144,0.1319,-0.0128,0.0693,0.0786,-0.0547,0.2741
2011,0.021,0.0005,0.1604,0.1226,-0.038900000000000004,0.1202,0.030600000000000002,-0.009399999999999999,-0.0292,0.1259,0.08929999999999999,-0.0674,0.087
2012,0.1589,0.0009,0.0297,0.0933,0.0644,0.056799999999999996,0.0176,0.1389,-0.016399999999999998,0.011899999999999999,0.07440000000000001,0.046,0.038599999999999995
2013,0.3215,0.0006,-0.091,-0.0098,0.10710000000000001,-0.2761,0.0151,0.3018,-0.0143,-0.10460000000000001,-0.0246,0.0906,-0.2869
2014,0.1352,0.0003,0.1075,0.10779999999999999,0.0451,0.0012,0.006500000000000001,0.12789999999999999,-0.0062,0.1003,0.10060000000000001,0.0383,-0.0053
2015,0.0138,0.0005,0.0128,-0.015,0.052000000000000005,-0.1211,0.0064,0.0074,-0.0058,0.0064,-0.0213,0.0453,-0.1266
2016,0.1177,0.0032,0.0069,0.1152,0.053,0.081,0.020499999999999997,0.0953,-0.017,-0.013300000000000001,0.0928,0.0319,0.0593
2017,0.2161,0.009300000000000001,0.027999999999999997,0.09230000000000001,0.0621,0.1266,0.0213,0.1907,-0.011699999999999999,0.0066,0.0696,0.039900000000000005,0.10310000000000001
2018,-0.042300000000000004,0.0194,-0.0002,-0.0327,0.0452,-0.009300000000000001,0.02,-0.0611,-0.0006,-0.019799999999999998,-0.051699999999999996,0.024700000000000003,-0.0287
2019,0.3121,0.0206,0.0964,0.1525,0.0369,0.19079999999999997,0.0231,0.2824,-0.0025,0.0716,0.1264,0.0134,0.1638
2020,0.1802,0.0034999999999999996,0.1133,0.106,0.1043,0.24170000000000003,0.0132,0.1648,-0.0095,0.09880000000000001,0.0916,0.08990000000000001,0.2255
2021,0.2847,0.0005,-0.044199999999999996,0.009300000000000001,0.1887,-0.0375,0.0719,0.1985,-0.0667,-0.10830000000000001,-0.0584,0.109,-0.10210000000000001
2022,-0.1804,0.0202,-0.1783,-0.1514,0.0567,0.0055000000000000005,0.0644,-0.23,-0.0415,-0.228,-0.2028,-0.0073,-0.0554
2023,0.2606,0.0507,0.0388,0.0874,0.0629,0.1326,0.031200000000000002,0.2225,0.0189,0.0074,0.0545,0.0308,0.0984
